,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
371,Danielskuil,0,ZA,1601414178,42,-28.19,23.54,42.94,7.76
372,Leopold,90,AU,1601414178,87,-38.18,144.47,54.0,8.05
373,Preeceville,34,CA,1601414178,36,51.95,-102.67,59.88,21.74
374,Alice Springs,0,AU,1601414149,88,-23.7,133.88,57.2,6.93
375,São Luís,20,BR,1601413916,74,-2.53,-44.3,84.2,14.99
376,Caucaia,11,BR,1601414179,61,-3.74,-38.65,82.4,12.75
377,Rosehearty,55,GB,1601414179,84,57.7,-2.11,48.0,11.01
378,Arroio Grande,95,BR,1601414179,67,-32.24,-53.09,58.82,8.86
379,Yamada,100,JP,1601414180,71,39.47,141.95,56.75,3.44
380,Shanghai,26,CN,1601413960,73,31.22,121.46,71.01,4.47
381,Machala,75,EC,1601414180,73,-3.27,-79.97,77.0,10.29
382,Shar'ya,100,RU,1601414181,86,58.37,45.51,48.72,4.99
383,Yerbogachën,93,RU,1601414181,92,61.28,108.01,27.12,3.69
384,St. George's,20,GD,1601414181,66,12.06,-61.75,89.6,17.22
385,Nan,97,TH,1601414182,96,18.83,100.67,71.85,0.72
386,Asău,100,RO,1601414182,88,46.43,26.4,54.0,6.35
387,Charters Towers,2,AU,1601414182,79,-20.1,146.27,64.06,12.19
388,Agadez,0,NE,1601414183,11,19.75,10.25,91.36,10.56
389,Port Lincoln,100,AU,1601414183,89,-34.73,135.87,54.9,14.61
390,Yong’an,26,CN,1601414184,83,39.7,113.69,48.99,2.55
391,Mugur-Aksy,74,RU,1601414184,90,50.35,90.5,27.77,2.68
392,Lázaro Cárdenas,38,MX,1601414184,77,17.96,-102.2,82.67,6.78
393,Monrovia,75,LR,1601414185,94,6.3,-10.8,78.8,11.79
394,Uyo,100,NG,1601414180,98,5.03,7.93,72.1,2.51
395,Spornoye,40,RU,1601414185,38,50.84,37.29,60.8,15.66
396,Safford,1,US,1601414177,15,32.83,-109.71,86.0,10.29
397,Muroto-misakicho,100,JP,1601414186,74,33.28,134.15,73.13,10.92
398,Pacifica,40,US,1601414186,64,37.61,-122.49,79.0,17.22
399,Broome,90,US,1601414186,93,42.25,-75.83,57.0,4.7
400,Ailigandí,95,PA,1601414187,74,9.23,-78.02,84.47,8.75
401,Wembley,90,AU,1601414187,87,-31.93,115.8,61.0,1.12
402,Myitkyina,100,MM,1601414187,96,25.38,97.4,74.16,1.05
403,Gamba,6,GA,1601414188,76,-2.65,10.0,75.47,7.43
404,Zabul Province,0,AF,1601414188,41,32.25,67.25,54.97,16.35
405,Amuntai,95,ID,1601414189,96,-2.42,115.25,72.88,1.3
406,Izhevskoye,100,RU,1601414189,55,54.56,40.87,53.42,9.08
407,Portland,0,US,1601414080,34,45.52,-122.68,86.0,1.01
408,Rome,90,US,1601414166,87,43.21,-75.46,55.99,3.36
409,Quatre Cocos,40,MU,1601414190,94,-20.21,57.76,72.0,5.82
410,Les Cayes,12,HT,1601414190,70,18.2,-73.75,85.01,11.39
411,Wanning,83,CN,1601414190,91,18.8,110.4,78.24,2.46
412,Cabra,98,ES,1601414191,37,37.47,-4.44,69.01,3.53
413,Bay Roberts,52,CA,1601414191,1,47.6,-53.26,68.0,13.58
414,Zaysan,100,KZ,1601414191,74,47.47,84.87,40.24,12.5
415,Xuanzhou,6,CN,1601414192,92,30.95,118.76,64.06,1.72
416,Jacareacanga,82,BR,1601414192,56,-6.22,-57.75,84.78,5.39
417,Richards Bay,100,ZA,1601414192,81,-28.78,32.04,62.6,5.12
418,Goderich,100,CA,1601414193,86,43.75,-81.72,63.0,10.16
419,Khanbari,13,NP,1601414193,71,27.37,87.2,69.17,2.57
420,Batticaloa,100,LK,1601414193,80,7.71,81.69,79.34,5.26
421,Phuket,20,TH,1601414194,94,8.0,98.25,82.0,1.12
422,Saint-Louis,12,SN,1601414194,55,16.33,-15.0,91.4,2.24
423,Roebourne,82,AU,1601414194,35,-20.78,117.13,70.16,6.85
424,Serebryansk,75,KZ,1601414195,86,49.69,83.29,37.4,11.18
425,Verāval,27,IN,1601414195,79,20.9,70.37,78.82,10.89
426,Andijan,51,UZ,1601414196,47,40.78,72.34,57.2,4.7
427,Pangody,69,RU,1601414196,90,65.85,74.49,36.12,8.37
428,Finnsnes,75,NO,1601414196,93,69.23,17.98,44.6,5.82
429,Benguela,100,AO,1601414197,78,-12.58,13.41,72.19,4.41
430,Salta,0,AR,1601414197,18,-24.79,-65.41,80.6,8.05
431,Hirara,54,JP,1601414197,72,24.8,125.28,77.97,18.9
432,Lata,55,PT,1601414197,88,40.16,-8.33,66.0,2.06
433,Karpathos,0,GR,1601414198,73,35.51,27.21,75.2,14.99
434,Kolyvan',72,RU,1601414198,86,55.31,82.74,30.2,2.24
435,Saint Anthony,75,US,1601414105,48,45.02,-93.22,64.4,11.41
436,Laguna de Perlas,40,NI,1601414199,78,12.34,-83.67,82.4,4.7
437,Mezhdurechensk,100,RU,1601414199,93,53.69,88.06,37.56,4.83
438,Jiayuguan City,44,CN,1601414199,51,39.82,98.3,47.75,8.43
439,Dargaville,98,NZ,1601414200,67,-35.93,173.88,54.18,8.59
440,Rørvik,100,NO,1601414200,93,64.86,11.24,50.0,5.82
441,Bubaque,47,GW,1601414200,77,11.28,-15.83,82.29,7.29
442,Jardim,41,BR,1601414201,33,-21.48,-56.14,94.39,4.25
443,Syracuse,20,IT,1601414201,88,37.09,15.28,71.6,5.82
444,Moyale,57,KE,1601414201,59,3.52,39.06,73.22,6.22
445,Quixeramobim,2,BR,1601414201,26,-5.2,-39.29,87.89,4.29
446,Fairbanks,75,US,1601413905,100,64.84,-147.72,48.0,3.02
447,La Rioja,0,ES,1601414202,76,42.25,-2.5,57.0,1.12
448,Altamont,1,US,1601414049,20,42.21,-121.74,84.99,3.36
449,Leeton,90,AU,1601414202,81,-34.57,146.4,54.0,3.36
450,Kuytun,100,RU,1601414203,95,54.34,101.5,36.9,13.47
451,Tomatlán,47,MX,1601414203,62,19.93,-105.25,88.36,7.92
452,Pisco,47,PE,1601414203,64,-13.7,-76.22,69.8,17.22
453,Lahat,99,ID,1601414204,86,-3.8,103.53,71.26,2.53
454,Griffith,90,US,1601414204,54,41.53,-87.42,60.01,9.17
455,Bozoum,100,CF,1601414205,92,6.32,16.38,69.96,3.53
456,Avera,90,US,1601414205,72,33.19,-82.53,64.4,8.05
457,Ushibukamachi,100,JP,1601414205,77,32.19,130.02,68.68,1.63
458,Barra dos Coqueiros,40,BR,1601414205,65,-10.91,-37.04,80.6,11.41
459,Aki,100,JP,1601414206,87,33.5,133.9,67.62,2.3
460,Palm Coast,75,US,1601414206,70,29.59,-81.21,84.2,8.05
461,Tiznit Province,0,MA,1601414206,70,29.58,-9.5,69.3,2.53
462,Mercedes,0,AR,1601413949,41,-34.65,-59.43,75.0,1.99
463,Buraidah,0,SA,1601414001,29,26.33,43.98,78.8,4.7
464,Grootfontein,0,NA,1601414207,29,-19.57,18.12,59.86,2.71
465,Khandyga,95,RU,1601414207,89,62.67,135.6,37.33,7.45
466,Lagoa,95,PT,1601414208,66,39.05,-27.98,66.81,9.91
467,Maniitsoq,26,GL,1601414009,87,65.42,-52.9,30.06,5.97
468,Cabedelo,40,BR,1601414208,74,-6.98,-34.83,78.8,11.41
469,Santa Marta,20,CO,1601414208,66,11.24,-74.2,91.4,5.82
470,Clyde River,75,CA,1601414209,79,70.47,-68.59,28.4,12.75
471,Igbo-Ora,59,NG,1601414209,96,7.43,3.28,72.79,5.7
472,Benghazi,0,LY,1601414209,72,32.12,20.07,75.85,18.86
473,Karratha,84,AU,1601414210,43,-20.74,116.85,69.39,6.98
474,Kunduz,90,AF,1601414210,65,36.73,68.86,50.45,2.77
475,Sambava,37,MG,1601414211,82,-14.27,50.17,74.1,9.19
476,Levokumskoye,100,RU,1601414211,59,44.82,44.66,57.81,18.7
477,Madang,55,PG,1601414211,88,-5.22,145.8,77.27,3.91
478,Defiance,90,US,1601414212,48,41.33,-84.45,63.0,6.93
479,Biloela,0,AU,1601414212,71,-24.42,150.5,61.68,7.52
480,Amurzet,0,RU,1601414212,86,47.7,131.1,41.88,4.76
481,Beihai,73,CN,1601414213,85,21.48,109.1,81.18,4.9
482,Tongzi,0,CN,1601414213,88,28.78,105.09,63.81,1.25
483,Bosaso,59,SO,1601414213,62,11.28,49.18,84.51,0.72
484,Saint-Augustin,99,CA,1601414214,87,51.23,-58.65,62.11,19.48
485,Novyy Urgal,70,RU,1601414214,91,51.07,132.56,34.05,1.41
486,Kharan,0,PK,1601414215,22,28.58,65.42,73.33,13.31
487,Antananarivo,20,MG,1601414215,87,-18.91,47.54,57.2,6.93
488,Viedma,63,AR,1601414215,22,-40.81,-63.0,71.31,10.98
489,Laas,40,IT,1601414215,81,46.62,10.7,48.2,4.7
490,Easton,90,US,1601414192,73,40.69,-75.22,75.99,10.29
491,Beaumont,1,US,1601414216,22,30.09,-94.1,80.6,12.75
492,Valle de Allende,0,MX,1601414216,32,26.93,-105.4,70.09,7.81
493,Kundian,0,PK,1601414217,27,32.46,71.48,81.41,2.86
494,Ponta Delgada,20,PT,1601414217,77,37.73,-25.67,66.2,11.41
495,Antofagasta,40,CL,1601414217,72,-23.65,-70.4,60.8,17.22
496,Zhigansk,100,RU,1601414218,94,66.77,123.37,32.05,21.07
497,Aklavik,90,CA,1601414218,86,68.22,-135.01,39.2,5.82
498,Martinsville,90,US,1601413990,100,36.69,-79.87,62.6,11.41
499,Nuuk,20,GL,1601414219,85,64.18,-51.72,32.0,9.17
500,Paka,81,MY,1601414219,94,4.64,103.44,77.0,2.24
501,Talara,1,PE,1601414219,76,-4.58,-81.27,65.48,14.27
502,Waddān,0,LY,1601414220,57,29.16,16.14,79.83,14.74
503,Erenhot,75,CN,1601414220,47,43.65,111.98,48.33,9.73
504,Russell,90,US,1601414220,82,32.35,-85.2,62.6,6.93
505,Stornoway,78,GB,1601414221,76,58.21,-6.39,54.0,21.92
506,Balsas,61,BR,1601414221,23,-7.53,-46.04,93.74,3.91
507,Innisfail,45,AU,1601414221,92,-17.53,146.03,62.01,3.0
508,Ţahţā,0,EG,1601414222,18,26.77,31.5,91.4,9.17
509,Nakusp,0,CA,1601414222,63,50.25,-117.8,64.0,3.0
510,Nome,40,US,1601414223,72,64.5,-165.41,42.8,6.93
511,Edd,9,ER,1601414167,66,13.93,41.69,87.75,5.37
512,Tongliao,0,CN,1601414011,62,43.61,122.27,43.68,3.74
513,Kashin,98,RU,1601414224,64,57.36,37.61,52.12,7.56
514,Cap-aux-Meules,20,CA,1601414042,77,47.38,-61.86,69.8,17.22
515,Moussoro,76,TD,1601414224,54,13.64,16.49,86.29,6.02
516,Tlaltenango,90,MX,1601414225,76,19.17,-98.33,57.2,20.8
517,Salalah,9,OM,1601414225,88,17.02,54.09,77.0,5.82
518,Şereflikoçhisar,5,TR,1601414225,52,38.94,33.54,69.28,11.18
519,Ada,1,US,1601414226,23,43.42,-116.13,77.0,0.56
520,Klyuchi,5,RU,1601414226,86,52.27,79.17,34.83,6.13
521,Deputatsky,91,RU,1601414226,99,69.3,139.9,31.68,2.57
522,Itarema,8,BR,1601414227,74,-2.92,-39.92,79.03,18.84
523,Zyryanka,99,RU,1601414227,87,65.75,150.85,45.01,7.76
524,Oliver,5,CA,1601414227,43,49.18,-119.55,69.8,10.29
525,Lakatoro,75,VU,1601414228,83,-16.1,167.42,77.0,1.12
526,Hailar,95,CN,1601414228,79,49.2,119.7,36.93,6.35
527,Tokur,89,RU,1601414228,94,53.13,132.9,34.47,0.04
528,Margate,21,GB,1601414228,86,51.38,1.39,60.01,5.99
529,Krishnanagar,100,IN,1601414229,88,23.4,88.5,80.55,3.62
530,Vila Franca do Campo,20,PT,1601414229,77,37.72,-25.43,66.2,11.41
531,Manakara,1,MG,1601414230,91,-22.13,48.02,68.02,7.25
532,Koudougou,18,BF,1601414230,55,12.25,-2.37,84.45,7.85
533,Nantucket,90,US,1601414230,92,41.28,-70.1,70.0,9.17
534,Le Marin,75,MQ,1601414231,88,14.47,-60.87,82.4,13.87
535,Aracati,23,BR,1601414231,74,-4.56,-37.77,78.78,14.74
536,Aranos,0,NA,1601414231,26,-24.13,19.12,56.68,14.03
537,Iguatemi,36,BR,1601414231,46,-23.68,-54.56,88.92,5.08
538,Timmins,75,CA,1601413952,87,48.47,-81.33,55.4,8.05
539,Bagdarin,100,RU,1601414232,94,54.43,113.6,32.67,0.89
540,The Valley,75,AI,1601414232,83,18.22,-63.06,82.0,21.92
541,Atasū,0,KZ,1601414233,90,48.68,71.64,45.7,9.73
542,Kenai,1,US,1601414233,61,60.55,-151.26,51.01,11.41
543,Kautokeino,17,NO,1601414233,91,69.01,23.04,40.5,4.0
544,Bima,71,ID,1601414234,87,-8.47,118.72,74.77,3.67
545,Coquimbo,20,CL,1601414100,55,-29.95,-71.34,60.8,12.75
546,Trelew,75,AR,1601413983,62,-43.25,-65.31,53.78,16.37
547,Bonavista,27,CA,1601414235,82,48.65,-53.11,63.75,18.54
548,Emba,0,KZ,1601414235,41,48.83,58.14,54.03,7.31
549,Tallahassee,90,US,1601413938,77,30.44,-84.28,64.4,12.75
550,Kota Kinabalu,20,MY,1601414181,88,5.97,116.07,75.2,5.82
551,Japura,100,ID,1601414236,89,-0.32,102.35,73.85,1.86
